ssid,logs
CCO.Cc1ccc2c(c1)nc(Nc1ccccc1)n2/C(=N\c1ccccc1)Nc1ccccc1,-2.77
CCO.COc1ccc(N=Cc2ccc([N+](=O)[O-])cc2)cc1,-1.96
CC(C)=O.CCCCCCCCCCCCCCCCCCCCCCC(=O)O,-1.55
O.c1ccncc1,0.76
CC(C)=O.O=C(O)c1c(Br)cccc1Br,0.64
O.Cc1ccc(C(=O)c2csc(S(N)(=O)=O)c2)cc1,-4.45
c1ccccc1.CC1(C)COP(=O)(NCCNP2(=O)OCC(C)(C)CO2)OC1,-3.15
O.Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,-3.68
CC(C)=O.O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,-0.88
CCO.CCCCC(CC)CC(CC)(CC)C(=O)NO,0.00
O.Nc1ccccc1,-0.41
O.CC(C)(C)OC(N)=O,0.10
CCO.COc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],-1.11
CCO.COc1ccc(N=Cc2ccc(-c3ccccc3)cc2)cc1,-2.64
O.OC(CCl)CCl,-0.11
CCO.CCCCCCCCC(O)CC(=O)N(C(=O)Nc1ccc(N(C)C)cc1)c1ccc(N(C)C)cc1,-2.00
CC(C)=O.O=C(O)c1ccc2c(c1)C(=O)c1ccccc1C2=O,-1.96
O.O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,-2.83
O.O=C(O)CCI,-0.43
O.NC(=S)Nc1ccccc1,-1.77
CCO.CCCCCCCCCC(=O)N(C(=O)Nc1ccc(N(C)C)cc1)c1ccc(N(C)C)cc1,-3.21
c1ccccc1.Cc1ccc(C(=O)O)c(C)c1,-0.63
O.COC(=O)c1cccnc1,-0.46
O.CCCCCCCCC(=O)OCC,-3.80
CCO.O=[N+]([O-])c1cc([N+](=O)[O-])c2c([N+](=O)[O-])c(Cl)ccc2c1,-2.53
CCO.O=C(/C(=C/c1ccccc1)c1ccccc1)c1ccccc1,-1.37
O.COc1cc(Cl)c(Cl)c(Cl)c1Cl,-5.26
O.Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,-1.46
CCO.CN(C)c1ccc(C(=NC(=O)c2ccccc2)c2ccc(N(C)C)cc2)cc1,-2.37
CC(C)=O.CNC(=O)C(=[N+]=[N-])C(=O)OC,0.36
c1ccccc1.[N-]=[N+]=NC(=O)c1cccc([N+](=O)[O-])c1,-0.14
O.O=C(O)c1ccc2ccccc2n1,-1.09
O.CCCC=O,-0.01
CCO.Nc1ccc(C(=O)Nc2ccc(N)cc2N)cc1,-1.86
CC(C)=O.CCN1C(=O)CNc2ncc(-c3ccc(-c4nnc[nH]4)nc3C)nc21,-2.86
CC(C)=O.CC1=C2C(=CO[C@H](C)[C@H]2C)C(O)=C(C(=O)O)C1=O,-0.70
O.CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1,-3.59
CCO.CCCOC(=O)c1ccc(N=Nc2ccc(N)cc2N)cc1,-1.48
CCO.NC(=O)N/N=C/C=C/c1ccco1,-1.48
CC(C)=O.N#CN=C(N)N,-0.69
CC(C)=O.CC(=O)c1c(O)c(C)c(O)c2c1OC1=CC(=O)C(C(C)=O)C(=O)[C@]12C,-2.00
c1ccccc1.CCOC(=O)/C=C(/C)NC(C)=O,0.37
O.CC(C)CC1OC(O)C(Cc2ccccc2)NC1=O,-2.12
c1ccccc1.OC(c1ccccc1)(c1ccccc1)c1ccccc1,-0.26
O.COC(=O)c1ccc([N+](=O)[O-])cc1,-3.04
CCO.O=[N+]([O-])c1ccc(/N=N/c2ccc(N(c3ccccc3)c3ccccc3)cc2)c([N+](=O)[O-])c1,-3.22
CCO.O=C(O)C(c1ccccc1)c1ccccc1,-0.80
O.Cn1c(=O)c2c(ncn2CC(O)CO)n(C)c1=O,-0.17
O.CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1,-4.02
c1ccccc1.O=C(/C=C/c1ccccc1[N+](=O)[O-])c1ccccc1,-0.84
CCO.CC(=O)Nc1cccc2ccccc12,-0.77
O.O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,-4.11
CC(C)=O.CNC(=O)c1ccccc1Sc1ccc2c(/C=C/c3ccccn3)n[nH]c2c1,-2.59
CC(C)=O.Cc1ccccc1NC(N)=O,-1.55
O.C[N+](=O)[O-],0.26
CCO.NCCCCCCNCCCCCCCCCCC(=O)O,-2.48
CC(C)=O.CC(=O)N[C@H](CC(C)C)C(=O)O,-1.00
O.CC=CC=O,0.32
c1ccccc1.CC1(C)[C@@H]2CC[C@H]1c1nc3c(nc12)[C@H]1CC[C@@H]3C1(C)C,-0.40
c1ccccc1.CC(=O)c1ccc(N=Nc2cc(C)cc(C)c2O)cc1,-0.41
CC(C)=O.Cc1ccc(NC(=O)C(C)Cl)cc1,0.15
O.Clc1cc(Cl)c(Cl)c(Cl)c1Cl,-5.65
CC(C)=O.O=C1C=CC(=O)c2ccccc21,-0.27
CCO.Cn1cnc2c1c(=O)[nH]c(=O)n2C,-2.60
CCO.CCCCCCCCCCOC(=O)NC(N)=O,-2.54
O.CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],-6.78
CCO.C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,-2.81
c1ccccc1.C/C(=C/C(=O)O)c1ccccc1,-0.37
c1ccccc1.CCCc1ccc(O)cc1O,-0.76
CCO.CCS(=O)(=O)C(C)(C(Cl)(Cl)Cl)S(=O)(=O)CC,-1.27
c1ccccc1.CCCCCCCC=CC(N)=O,0.03
O.COc1cc(Cl)c(OC)cc1Cl,-4.41
CC(C)=O.CCCOCN1C(=O)c2ccccc2C1=O,0.06
c1ccccc1.O=C1C(O)=C(CCCC2CCCCC2)C(=O)c2ccccc21,-0.66
CC(C)=O.O=[N+]([O-])c1ccc(Oc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,-0.40
CC(C)=O.CC(C(=O)O)N(CCC(=O)O)C(=O)c1ccccc1,-1.10
O.CNC(=O)CSP(=S)(OC)OC,-0.74
CCO.O=Cc1ccc([N+](=O)[O-])cc1,-0.42
O.COc1ccc(Cl)c(Cl)c1Cl,-4.29
O.c1ccc2nc(-c3ccc4ccccc4n3)ccc2c1,-5.40
CC(C)=O.Cc1ccc(C(c2ccc(C)cc2C)C(Cl)(Cl)Cl)c(C)c1,-0.33
CCO.CC(C)CCC1(CCO)C(=O)NC(=S)NC1=O,-0.28
O.O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,-3.26
CCO.Cc1ccc2c([N+](=O)[O-])ccc(O)c2n1,-1.91
CC(C)=O.O=c1c(-c2ccc(O)c(O)c2)coc2cc(O)cc(O)c12,-0.79
CC(C)=O.ClCCN(CCCl)c1ccc2ccccc2c1,0.50
CCO.CN1Cc2c(ccc3c2OCO3)[C@H]2[C@@H](O)Cc3cc4c(cc3[C@H]21)OCO4,-2.20
CCO.C[C@H]1CC[C@H](n2c3cnccc3c3cnc(Nc4ccc5c(n4)CCN(C(=O)CO)C5)nc32)CC1,-2.67
O.CC(C)(C)NC(=O)COC(=O)c1ccccc1,-2.87
O.COC(=O)C(NC(=O)COC(=O)CC1=CC(NC2=C(Cl)C=CC=CC2Cl)C=CC=C1)C(C)C,-1.60
c1ccccc1.C1#Cc2ccccc2C#CC#Cc2ccccc2C#C1,-1.62
CCO.CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,-2.45
O.CC(=O)NS(=O)(=O)c1ccc(N)cc1,-1.35
CCO.CN(C)NC(=O)c1ccc(C(C)(C)C)cc1,0.11
CCO.O=C(O)CCCCCCCCCCCCC1CCCC1,-1.18
O.CCN1c2ncccc2C(=S)N(C)c2cccnc21,-4.63
O.CC(=O)NC(=O)COC(=O)c1ccccc1,-2.40
O.CCCCCOC(=O)c1ccc(O)cc1,-3.81
CC(C)=O.CC(=O)OC(COC(=O)c1ccc([N+](=O)[O-])cc1)COC(=O)c1ccc([N+](=O)[O-])cc1,-1.37
O.CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1,-4.42
O.c1ccc2c(c1)CCCC2,-4.37
c1ccccc1.O=C(/C(=N\O)c1ccccc1)c1ccccc1,-0.19
CC(C)=O.O=C(Oc1ccccc1)c1ccccc1O,0.56
O.Cc1ncc([N+](=O)[O-])n1CC(C)O,-0.74
CCO.CC(C)CCCOC(=O)NC(N)=O,-1.60
CC(C)=O.CO[C@H]1O[C@H](C(=O)O)[C@H](O)[C@H](O)[C@H]1O,-1.54
CCO.COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,-1.93
O.CC(C=NNC(N)=O)=NNC(N)=O,-1.95
c1ccccc1.O=[N+]([O-])c1ccc([N+](=O)[O-])c2c([N+](=O)[O-])cccc12,-1.52
c1ccccc1.CCCCCCC(N)=O,-1.34
O.CS(=O)(=O)Nc1ccc([N+](=O)[O-])cc1Oc1ccccc1,-4.49
CCO.OC[C@H](O)[C@@H](O)[C@H](O)CO,-1.38
CC(C)=O.CCCCCC[C@@H](O)CCCCCCCCCCC(=O)O,-0.78
CC(C)=O.CC(=O)C[C@@H](c1ccccc1)C1C(=O)Oc2ccccc2C1=O,-0.44
CC(C)=O.CCCCCCCCCC(=O)N(C(=O)Nc1ccc(N(C)C)cc1)c1ccc(N(C)C)cc1,-2.28
CCO.CC(C)CCCC(C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,-1.24
c1ccccc1.CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,-2.38
CCO.Nc1ccc(Cl)nn1,-1.46
CCO.CCCCCCC(O)CC(=O)N(C(=O)Nc1ccc(N(C)C)cc1)c1ccc(N(C)C)cc1,-1.78
CCO.O=S(=O)(c1ccccc1)c1ccccc1,0.06
c1ccccc1.CCCCC(C(=O)O)C(=O)O,-2.62
O.CCCOC(C)=O,-0.72
O.CC1CCCC(C)N1C(=O)COC(=O)c1ccccc1,-0.82
c1ccccc1.C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccccc12,-2.42
CCO.Cc1nn(-c2ccccc2)c(-c2ccccc2)c1C#N,-2.48
CCO.O=C(O)Cn1cnnn1,0.18
CC(C)=O.CC1(C)[C@@H](C(N)=O)CC[C@@]1(C)C(=O)O,-1.10
CC(C)=O.Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,-1.39
CC(C)=O.O=C1OC(=O)c2c(Cl)cccc21,0.47
O.NC(Cc1ccccc1)C(=O)O,-0.74
c1ccccc1.CCCCc1c(O)cc(C)cc1O,-1.03
O.NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2,-2.68
CCO.O=C(O)c1cccnc1Nc1cccc(C(F)(F)F)c1,-0.97
CCO.O=C(O)c1ccc(F)cc1,-0.10
O.COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl,-4.82
O.c1ccc2c(c1)oc1ccccc12,-4.51
c1ccccc1.Cc1cc(C)c(CC(C)(C)C(=O)NO)c(C)c1,-1.66
O.O=[N+]([O-])c1ccc(Oc2ccc(C(F)(F)F)cc2[N+](=O)[O-])cc1,-5.22
O.Cc1ccncc1C,0.36
c1ccccc1.Oc1c(Br)cc(Br)c2cccnc12,-0.88
CCO.C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)C,-0.15
c1ccccc1.[N-]=[N+]=NC(=O)c1ccccc1[N+](=O)[O-],-0.26
c1ccccc1.O=C(c1ccc(-c2ccccc2)cc1)C(O)c1ccc(-c2ccccc2)cc1,-1.62
c1ccccc1.CCCCC/C=C/C(N)=O,-1.85
CC(C)=O.c1ccc(-c2ccccc2)cc1,0.68
CCO.COc1ccc2c3c1O[C@H]1C(=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314,-2.24
O.CC(C)[N+](=O)[O-],-0.62
c1ccccc1.C[C@@H](C(=O)O)c1cccc2ccccc12,0.33
CCO.CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC=O)CC[C@]4(C)[C@H]3CC[C@@]21C,-1.84
CC(C)=O.CO/N=C(/C(=O)OC)c1ccccc1COc1ccccc1C,-0.16
O.Cc1[nH]c(=O)n(C(C)(C)C)c(=O)c1Cl,-2.48
c1ccccc1.Oc1cccc(O)c1O,-2.24
CCO.CCCCCCC(C)OC(=O)NC(N)=O,-2.03
O.c1ccc2c(c1)Cc1c-2ccc2ccccc12,-6.68
CC(C)=O.Cn1c(=O)c2c(ncn2C)n(C)c1=O,-1.21
O.Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,-4.46
CCO.C[C@]12CCC=CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](c3ccc(=O)oc3)CC[C@]12O,-2.91
O.N#Cc1c(Cl)cccc1Cl,-4.24
O.CC1CCCCC1NC(=O)Nc1ccccc1,-4.11
O.O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,-4.55
CC(C)=O.O=C1OC(Nc2cccc([N+](=O)[O-])c2)(Nc2cccc([N+](=O)[O-])c2)c2ccccc21,-0.52
CCO.NC(=O)C(=O)N/N=C/C=C/c1ccccc1,-3.34
c1ccccc1.CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,-1.96
c1ccccc1.CC(=O)Oc1ccc(Cl)c2c(OC(C)=O)ccc(Cl)c12,-1.59
CCO.CCC(C)(C)OC(=O)NC(N)=O,-1.19
CCO.O=P(O)(c1ccccc1)c1ccccc1,-0.82
CC(C)=O.O=C(O)C=Cc1ccco1,0.11
c1ccccc1.O=C(O)c1cc(-c2ccccc2)nc2ccccc12,-3.03
CCO.CCCCCCCCCCCCCCCCCCN,-0.09
CCO.COc1cc2c(Cc3ccc(OC)c(OC)c3)[n+](C)ccc2cc1[O-],-1.42
CC(C)=O.CN(C)c1ccc(N=C=Nc2ccc(N(C)C)cc2)cc1,-0.40
c1ccccc1.O=C(O)c1ccccc1,-0.13
O.Nc1ccc(S(=O)(=O)Nc2ccc(S(N)(=O)=O)cc2)cc1,-2.76
CCO.CCCC(C=NNC(N)=O)=Cc1ccco1,-0.95
CCO.[N-]=[N+]=NC(=O)c1cccc([N+](=O)[O-])c1,-1.43
CC(C)=O.Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,-2.39
c1ccccc1.Clc1ccc(C(c2ccc(Cl)cc2)C(Cl)(Cl)Cl)cc1,0.32
CCO.O=[N+]([O-])c1ccc(/N=N/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,-2.22
CCO.C/C=C/C(=O)N(C(=O)Nc1ccc(N(C)C)cc1)c1ccc(N(C)C)cc1,-2.76
CCO.O=[N+]([O-])O[C@@H]1OC[C@H](O[N+](=O)[O-])[C@@H](O[N+](=O)[O-])[C@@H]1O[N+](=O)[O-],-0.80
CC(C)=O.Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,-3.61
CC(C)=O.O=[N+]([O-])c1cc([N+](=O)[O-])c2c([N+](=O)[O-])cccc2c1,-1.02
CCO.O=[N+]([O-])c1cc([N+](=O)[O-])c(O)cc1O,-2.22
CCO.CC(C)(C)S(=O)(=O)C(C)(C)C,-0.04
O.Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,-1.91
c1ccccc1.OOC1(c2ccccc2)c2ccccc2C(OO)(c2ccccc2)c2ccccc21,-2.30
CC(C)=O.CN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2)CC1,-1.04
CCO.CCOc1ccc(COC(=O)NC(N)=O)cc1OC,-2.84
CCO.CC(=O)c1c(O)c(C)c(O)c2c1OC1=CC(=O)C(C(C)=O)C(=O)[C@]12C,-3.04
CCO.CCC(CC)(CC(C)C)OC(=O)NC(N)=O,-1.24
CC(C)=O.c1ccc(CSc2nnn[nH]2)cc1,-0.46
O.Cn1cc(-c2ccccc2)c(=O)c(-c2cccc(C(F)(F)F)c2)c1,-4.44
O.CN1c2ccccc2Sc2ccccc21,-5.59
CCO.c1ccc(-c2c[nH]c(-c3ccccc3)n2)cc1,-0.24
CCO.O=P(OCc1ccccc1)(OCc1ccccc1)OCc1ccccc1,0.17
CC(C)=O.O=C1NS(=O)(=O)c2ccccc21,-0.19
CCO.Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,-3.01
c1ccccc1.CCC(C)(C)c1ccc(O)c(N=Nc2ccc(C(C)=O)cc2)c1,-0.48
CCO.Nc1ccn([C@@H]2CS[C@H](CO)O2)c(=O)n1,-1.30
CCO.O=C(O)c1ccccc1N=Nc1ccc(O)cc1,-1.08
CC(C)=O.O=C(OCC(COC(=O)c1ccc([N+](=O)[O-])cc1)OC(=O)c1ccc([N+](=O)[O-])cc1)c1ccccc1,-0.82
CC(C)=O.CC(=O)Oc1ccccc1C(=O)O,0.08
c1ccccc1.CCCCCCCC/C=C\C(N)=O,-0.18
CCO.O=C(O)C[C@@H](O)CCC1=CCCC1=O,-0.39
O.ONc1ccccc1,-0.74
c1ccccc1.CCOc1nc2nc(Cl)nc(Cl)c2n1C,-0.39
O.Clc1ccc(-c2ccc(Cl)c(Cl)c2Cl)cc1Cl,-7.05
O.O=C1CCCN1,1.07
c1ccccc1.COc1cc(-c2ccc(-c3ccccc3)c(OC)c2)ccc1-c1ccccc1,-1.22
CC(C)=O.O=C1C[C@@H]2OCC=C3CN4CC[C@]56c7ccccc7N1[C@H]5[C@H]2[C@H]3C[C@H]46,-2.40
O.O=C1C(Cl)=C(NC(=O)C(Cl)Cl)C(=O)c2ccccc21,-5.03
O.COC(=O)C1C2C=CC(C2)C1C(=O)OC,-1.20
CC(C)=O.COc1ccc(C(=O)C2C(C(=O)O)C2c2ccccc2)cc1,-0.75
CC(C)=O.CC(=O)OCC(COC(=O)c1ccc([N+](=O)[O-])cc1)OC(=O)c1ccc([N+](=O)[O-])cc1,-1.27
CC(C)=O.O=C(OCC(COC(=O)c1ccc([N+](=O)[O-])cc1)OC(=O)c1ccccc1)c1ccc([N+](=O)[O-])cc1,-1.23
O.CC(C)(C)NCC(O)c1ccc(O)c(CO)c1,-1.16
c1ccccc1.O[C@]1(c2ccccc2)c2ccccc2[C@](O)(c2ccccc2)c2ccccc21,-2.08
O.CCc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)cc1,-5.63
CC(C)=O.CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,-2.03
CC(C)=O.COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,-1.83
O.CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,0.04
O.C#CC,-0.41
O.CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,-3.66
CCO.CC(=O)OC1C(Br)C(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,-3.48
CC(C)=O.c1ccc(C2OCC(C3COC(c4ccccc4)O3)O2)cc1,-1.94
c1ccccc1.O=[N+]([O-])c1ccccc1C=NC1C[C@H]2CC[C@@H]1C2,-1.16
CCO.Nc1cc(Cl)ccc1Nc1cccc(Cl)c1,-1.56
CC(C)=O.O=[N+]([O-])NC1=NCCN1Cc1ccc(Cl)nc1,-0.72
CCO.CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(=O)CC(C)C)CC[C@]4(C)[C@H]3CC[C@@]21C,-2.07
O.Clc1ccc(-c2ccc(Cl)cc2)cc1,-6.56
O.N#CC(Cl)(Cl)Cl,-2.17
CC(C)=O.Cl[C@H]1[C@H](Cl)[C@@H](Cl)[C@H](Cl)[C@@H](Cl)[C@@H]1Cl,-0.67
c1ccccc1.CCC/C=C/C(N)=O,-1.55
CCO.Nc1cccnn1,-0.40
CC(C)=O.c1ccc2cc3cc4ccccc4cc3cc2c1,-2.17
c1ccccc1.Nc1cccc(C=NNc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c1,-3.36
CC(C)=O.O=[N+]([O-])c1ccc(Nc2ccc([N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,-1.12
O.CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,-5.69
c1ccccc1.CCCCc1ccc(/C(=N/Nc2ccc(C)cc2)C(=O)O)cc1,-0.51
CCO.COc1ccc(-c2cc(-c3ccc(O)c(OC)c3)c(C#N)c(=O)[nH]2)cc1,-1.93
CC(C)=O.Oc1cc(O)cc(O)c1,0.53
c1ccccc1.NC(=O)C(O)c1ccc(Cl)cc1,-2.63
c1ccccc1.CCCCCC(C(=O)O)C(=O)O,-1.41
CC(C)=O.O=C(c1ccc(O)cc1)c1ccc(O)c(O)c1O,0.14
CCO.COc1cc([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c1OC,-1.83
O.CCC(=O)OC,-0.14
CCO.CC(C)CC(C)(C)OC(=O)NC(N)=O,-1.34
O.Cc1c(N)c(=O)n(-c2ccccc2)n1C,-0.62
c1ccccc1.NC(=O)C(O)c1cccc(Cl)c1,-2.95
c1ccccc1.C/C(=C\C(=O)O)c1ccc(C)cc1,-0.89
CC(C)=O.c1ccc2c(c1)OCCOCCOCCOc1ccccc1OCCOCCO2,-1.05
c1ccccc1.O=[N+]([O-])c1ccccc1O,0.70
c1ccccc1.O=S(=O)(Cl)c1ccc2c(S(=O)(=O)Cl)cc(S(=O)(=O)Cl)cc2c1,-0.65
c1ccccc1.CCc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0.72
O.O=C(O)c1ccc(Cl)c([N+](=O)[O-])c1,-2.67
c1ccccc1.N[C@@H](CO)c1ccccc1,-1.02
c1ccccc1.C=CC(C)(C)c1[nH]c2c(CC=C(C)C)cc(CC=C(C)C)cc2c1C[C@@H]1NC(=O)[C@H](C)NC1=O,-3.32
O.Clc1c(Cl)c(Cl)c(-c2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c1Cl,-11.70
CCO.O=C1CCc2cc(OCCCCc3nnnn3C3CCCCC3)ccc2N1,-1.98
O.CC(O)C(C)(C)C,-0.62
CCO.CCCCCCCCCCC(=O)O,0.60
O.Cc1ccc2cc(C)ccc2c1,-4.89
CCO.CCOc1c(N)c2c(c(OCC)c1OCC)C(C1c3c(cc4c(c3OC)OCO4)CCN1C)OC2=O,-2.30
CCO.Oc1cc(O)cc(O)c1,0.53
CCO.CCC(CC)CC1(CCO)C(=O)NC(=S)NC1=O,-0.65
O.CC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-5.18
CCO.O=[N+]([O-])c1cccc2ccccc12,-0.32
O.C#CCCCCCCC,-4.24
CCO.Nc1ccc2c(c1)C(O)c1cc(Cl)ccc1-2,-1.47
CC(C)=O.COC(=O)c1ccccc1O[C@@H]1O[C@H](CO[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O,-2.57
CC(C)=O.O=C(C(=O)c1ccccc1)c1ccccc1,0.33
CCO.NCCCCCCCNCCCCCCCCCCC(=O)O,-1.38
c1ccccc1.O=[N+]([O-])c1cccc(O)c1,-0.75
O.CCN(CC)C(=O)C(C)Oc1cccc2ccccc12,-3.57
CCO.CC12SC3(C)SC(C)(S1)SC(C)(S2)S3,-0.71
O.CN1CCCC1c1cccnc1,0.79
c1ccccc1.O=C1OC(=O)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,-0.91
CC(C)=O.CCCCCCCCC/C=C/C(=O)N(C(=O)Nc1ccc(N(C)C)cc1)c1ccc(N(C)C)cc1,-0.93
CC(C)=O.C[C@H]1CC[C@@H](C(N)=O)CC1,-0.90
CC(C)=O.O=[N+]([O-])c1ccc(Cl)cc1,0.80
c1ccccc1.COc1ccc(C(=O)N2CCN(c3ccc4c(c3)CCC(=O)N4)CC2)cc1OC,-3.79
CC(C)=O.O=[N+]([O-])c1cccc2c([N+](=O)[O-])cccc12,-1.78
O.CC1CNC(C)CN1,0.49
O.CC(=O)OCC(=O)C1(O)C(C)CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,-4.90
CCO.Nc1ccc2c(c1)Cc1cc(Br)ccc1-2,-1.52
O.Cc1cccnc1C,0.38
c1ccccc1.O=[N+]([O-])c1cc([N+](=O)[O-])c2c([N+](=O)[O-])cccc2c1,-1.87
CCO.O=[N+]([O-])c1cccc([N+](=O)[O-])c1O,-0.63
O.CC(C)OC(=O)C(O)(c1ccc(Br)cc1)c1ccc(Br)cc1,-4.93
O.CC(N)C(=O)O,0.27
O.CCCC(=O)O,-0.19
CC(C)=O.O=C1c2c(Cl)c(Cl)c(Cl)c(Cl)c2C(=O)C1(Cl)Cl,-0.56
c1ccccc1.C(=CC=CC=Cc1ccccc1)C=CC=Cc1ccccc1,-3.36
CC(C)=O.CS(=O)(=O)c1ccc(F)cc1,0.58
CCO.Cc1ccc(C(O)(c2ccccc2)C(O)(c2ccccc2)c2ccc(C)cc2)cc1,-2.90
O.NCC(=O)O,0.52
c1ccccc1.CCCC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,-1.07
CCO.O=C(c1ccccc1)c1ccc(C(=O)c2ccccc2)cc1,-2.85
CC(C)=O.CC(=O)NC[C@H]1CN(c2ccc(-c3ccc(CNCc4cnn[nH]4)cc3)c(F)c2)C(=O)O1,-2.64
c1ccccc1.O=C(O)C=Cc1ccco1,-1.01
c1ccccc1.C/C(=N\Oc1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])c1ccccc1,-0.21
O.CSCCC(NC(C)=O)C(=O)O,0.03
O.Cc1cc2ccccc2c2ccc3ccccc3c12,-6.59
CC(C)=O.CCCCCCC(O)CC(=O)N(C(=O)Nc1ccc(N(C)C)cc1)c1ccc(N(C)C)cc1,-1.33
CCO.CCCCCCCCCCCCCCCC(=O)OCC(O)CO,-0.91
c1ccccc1.O=C(O)c1ccccn1,-1.49
CCO.C/C=C/CCCCCCCC(=O)N(C(=O)Nc1ccc(N(C)C)cc1)c1ccc(N(C)C)cc1,-2.49
CCO.CC(=O)[C@@]12O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@H](O)C[C@@]12C,-1.87
O.O=C1NC(=O)C([N+](=O)[O-])C(=O)N1,-2.28
c1ccccc1.CCOC(=O)C(C#N)=NNc1c(Br)cc(Br)cc1Br,-0.77
c1ccccc1.CC(C)CC(CC(C)C)(CC(C)C)C(=O)NO,-0.43
O.Cc1cc(OC(=O)N(C)C)n(-c2ccccc2)n1,-2.09
CCO.CC(C)[C@@](O)(CC[C@@](C)(O)C(=O)O)C(=O)O,-0.75
O.OCC(O)CO,1.12
CCO.COc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,-0.78
CC(C)=O.CCCCCCCCC(=O)N(C(=O)Nc1ccc(N(C)C)cc1)c1ccc(N(C)C)cc1,-1.27
CC(C)=O.O=P(CCCO)(CCCO)CCCO,-1.86
